sg_address1,sg_address2,sg_address3,zipcode
21 WOODLANDS CLOSE,#06-35 PRIMZ BIZHUB,SINGAPORE,737854
9 RAFFLES PLACE,#17-20 REPUBLIC PLAZA TOWER 2,SINGAPORE,048619
NO. 50 BUKIT BATOK ST 23,#06-20 MIDVIEW BUILDING,SINGAPORE,659578
51 BUKIT BATOK CRESCENT,#07-30/31 UNITY CENTRE,SINGAPORE,658077
29 ST NICHOLAS VIEW,,SINGAPORE,567992
21 BUKIT BATOK CRESCENT,#18-80 WCEGA TOWER,SINGAPORE,658065
413A FERNVALE LINK,#07-01,SINGAPORE,791413
2 SOON WING ROAD,#07-12 SOON WING INDUSTRIAL BUILDING,SINGAPORE,347893
"6 RAFFLES QUAY,",#16-01,SINGAPORE,048580
50 RAFFLES PLACE,#27-01 SINGAPORE LAND TOWER,SINGAPORE,048623
37 JALAN PEMIMPIN,#03-01 MAPEX,SINGAPORE,577177
60 KAKI BUKIT PLACE,#10-15 EUNOS TECHPARK,SINGAPORE,415979
1A TYRWHITT ROAD.,,SINGAPORE,207522
50 CHOA CHU KANG NORTH 7,#10-10,SINGAPORE,689527
3 KAKI BUKIT ROAD,#05-03 EUNOS TECHNOLINK,SINGAPORE,415935
NO 2 JURONG EAST ST 21,#04-A4 IMM BLDG,SINGAPORE,609601
3A INTERNATIONAL BUSINESS PARK,"# 06-07/08, TOWER A, ICON @ IBP",SINGAPORE,609935
1 UPPER ALJUNIED LINK,#01-05,SINGAPORE,367901
18 SCIENCE PARK DRRIVE,,SINGAPORE,118229
27 WOODLANDS INDUSTRIAL PARK E1,#02-03 HIANGKIE INDUSTRIAL BUILDING,SINGAPORE,757718
BLK 1013 GEYLANG EAST AVENUE 3,#02-140,SINGAPORE,389728
"48 TOH GUAN ROAD EAST,",#02-129 ENTERPRISE HUB,SINGAPORE,608586
PAYA LEBAR ROAD 140,#08-25 AZ@PAYA LEBAR BUILDING,SINGAPORE,409015
"7500A BEACH ROAD, #08-312",THE PLAZA,SINGAPORE,199591
133 CECIL STREET,KENG SENG TOWER #03-02,SINGAPORE,069535
84A AMOY STRET,LEVEL 2,SINGAPORE,069903
"8 UBI ROAD 2, ZERVEX,",#02-11,SINGAPORE,321004
74B DUXTON ROAD,,SINGAPORE,089533
"18 BOON LAY WAY,","# 03-95, TRADEHUB 21",SINGAPORE,679806
11 TAMPINES INDUSTRIAL CRESCENT,,SINGAPORE,538606
10 TAMPINES NORTH DRIVE 4,#04-13 JTC SPACE @TAMPINES NORTH,SINGAPORE,528553
60 PAYA LEBAR ROAD,#11-38 PAYA LEBAR SQUARE,SINGAPORE,409051
6 BATTERY ROAD,"#07-02,",SINGAPORE,049909
BLK 467 HOUGANG AVENUE 8,06-1512 UNIT,SINGAPORE,530467
12A JALAN AMPAS,#01-01 BALESTIER WAREHOUSE BUILDING,SINGAPORE,329516
20 ANG MO KIO INDUSTRIAL PARK 2A,#03-02 ANG MO KIO TECHLINK,SINGAPORE,567761
BLK 1004 TOA PAYOH IND. PARK,"#03-1493, LORONG 8 TOA PAYOH",SINGAPORE,319076
12 TUAS SOUTH STREET 2,,SINGAPORE,638039
26 SERANGOON GARDEN TERRACE,,SINGAPORE,554446
194 PANDAN LOOP,#04-10 PANTECH INDUSTRIAL COMPLEX,SINGAPORE,128383
8 BURN ROAD,#04-02 TRIVEX,SINGAPORE,369977
BLK 808 FRENCH ROAD,#07-163 KITCHENER CMPLX,SINGAPORE,200808
1 ORCHARD SPRING LANE,#04-01 TOURISM COURT,SINGAPORE,247729
33 UBI AVE 3 #07-44 VERTEX,,SINGAPORE,408868
192 WATERLOO STREET,#05-01 SKY LINE BUILDING,SINGAPORE,187966
7030 ANG MO KIO AVENUE 5,#06-06 NORTHSTAR @AMK,SINGAPORE,569880
9 UPPER BUKIT TIMAH VIEW,#05-04 BUKIT REGENCY,SINGAPORE,588136
190 WOODLANDS INDUSTRIAL PARK E5,#06 - 13 WOODLANDS BIZHUB,SINGAPORE,757516
101 KALLANG AVENUE,#01-08 VICTORIA WHOLESALE CENTRE,SINGAPORE,339508
5 CHANGI BUSINESS PARK CRESCENT,#02-00 CITI SINGAPORE CAMPUS BLOCK 2,SINGAPORE,486027
17 TAMPINES INDUSTRIAL AVENUE 5,,SINGAPORE,528618
302 SIN MING ROAD,,SINGAPORE,575627
10 UBI CRESCENT,#07-90 UBI TECHPK LOBBY E,SINGAPORE,408564
9 PIONEER,SECTOR 2,SINGAPORE,628371
30 LOYANG WAY,#05-10,SG,508769
BLOCK 998 TOA PAYOH NORTH,#03-08,SINGAPORE,318993
NO. 7 TUAS VIEW CIRCUIT,,SINGAPORE,637642
391B ORCHARD ROAD,#11-08 NGEE ANN CITY TOWER B,SINGAPORE,238874
6 ATTAP VALLEY RD,,SINGAPORE,759906
22 NEW INDUSTRIAL ROAD,#05-22,SINGAPORE,536208
48 BUKIT PASOH ROAD,#01-01,SINGAPORE,089859
221 BALESTIER ROAD,#02-04 ROCCA BALESTIER,SINGAPORE,329928
110 AMOY STREET #01-00,,SINGAPORE,069930
BLK 736 PASIR RIS DRIVE 10,#02-45,SINGAPORE,510736
5002 ANG MO KIO AVE 5,#02-04 TECHPLACE II,SINGAPORE,569871
10 FLORA ROAD,#09-03,SINGAPORE,509729
12 MARINA VIEW,#29-04 ASIA SQUARE TOWER 2,SINGAPORE,018961
140 CECIL STREET,"#09-01B, PIL BUILDING",SINGAPORE,069540
81 UBI AVE 4,"#09-07, UB.ONE",SINGAPORE,408830
73 UBI ROAD 1,#09-53 OXLEY BIZHUB,SINGAPORE,408733
1 PECK HAY ROAD,#13-01 CASA CAIRNHILL,SINGAPORE,228305
124 PIONEER ROAD,,SINGAPORE,639584
3 SHENTON WAY,#13-01 SHENTON HOUSE,SINGAPORE,068805
NO 1 BENOI ROAD,,SINGAPORE,629875
3791 JALAN BUKIT MERAH,"05-03 ,E-CENTER @ REDHIL",SINGAPORE,159471
"22 BOON LAY WAY,","#01-64, TRADEHUB 21,",SINGAPORE,609968
70 SHENTON WAY,#20-08 EON SHENTON,SINGAPORE,079118
126 JOO SENG ROAD,#04-12,SINGAPORE,368355
211 WOODLANDS AVENUE 9,#03-87 WOODLANDS SPECTRUM II,SINGAPORE,738960
1 GENTING LANE,#07-02B,SINGAPORE,349544
30 NAPIER RD,,SINGAPORE,258509
201 HENDERSON ROAD,APEX BUILDING #09-06,SINGAPORE,159545
996 BENDEMEER ROAD #06-07,KALLANG BASIN IND ESTATE,SINGAPORE,339944
348A YISHUN AVENUE 11,#03-545 ADORA GREEN,SINGAPORE,761348
"290 ORCHARD ROAD, #20-05/06,","PARAGON MEDICAL TOWER 1 LOBBY F,",SINGAPORE,238859
"158 KALLANG WAY #08-12,",,SINGAPORE,349245
1 COLEMAN ST,#03-57 THE ADELPHI,SINGAPORE,179803
"53 KAKI BUKIT ROAD 2,",KB WAREHOUSE COMPLEX,SINGAPORE,417864
6B ORANGE GROVE ROAD,,SINGAPORE,258332
439 HORIZON GARDENS ANG MO KIO AVE 2,,SINGAPORE,567875
77 HIGH STREET,"#07-11, HIGH STREET PLAZA",SINGAPORE,179433
28 TAI SENG STREET,#05-00,SINGAPORE,534106
"80 PASIR PANJANG ROAD, #16-81/81",MAPLETREE BUSINESS CITY,SINGAPORE,117372
12 LORONG BAKAR BATU,#04-02,SINGAPORE,348745
12 TANNERY ROAD,#04-05 HB CENTRE 1,SINGAPORE,347722
2 LENG KEE ROAD,#04-11 THYE HONG CENTRE,SINGAPORE,159086
19 LORONG 8 TOA PAYOH,,SINGAPORE,319255
27 LICHI AVENUE,,SINGAPORE,348801
210 DEPOT ROAD #04-59,THE INTERLACE,SINGAPORE,109699
38 KAKI BUKIT PLACE,LM TECHNO BUILDING,SINGAPORE,416216
"25C LOYANG CRESCENT, BLOCK 401 TOPS AVE",LOYANG OFFSHORE SUPPLY BASE,SINGAPORE,506818
627A ALJUNIED ROAD,#01-05 BIZTECH CENTRE,SINGAPORE,389842
37 WOODGROVE VIEW,,SINGAPORE,738140
600 NORTH BRIDGE ROAD,#15-01 PARKVIEW SQUARE,SINGAPORE,188778
9 AIRLINE ROAD,#02-19 CARGO AGENTS BUILDING D,SINGAPORE,819827
61 WOODLANDS INDUSTRIAL PARK E9,#03-17 E9 PREMIUM,SINGAPORE,757047
133 NEW BRIDGE RD #21-01,CHINATOWN POINT,SINGAPORE,059413
16 RAFFLES QUAY,#41-02 HONG LEONG BUILDING,SINGAPORE,048581
105 CECIL STREET,#23-00 THE OCTAGON,SINGAPORE,069534
BLOCK 10 UBI CRESCENT,#06-45 UBI TECHPARK,SINGAPORE,408564
1 MACTAGGART ROAD,#05-01 INVEST HO BUILDING,SINGAPORE,368089
41 SPRINGSIDE LINK,,SINGAPORE,786600
1 FINLAYSON GREEN,#07-02,SINGAPORE,049246
1 COLEMAN STREET,#01-16 THE ADELPHI,SINGAPORE,179803
138 ROBINSON ROAD #02-09,OXLEY TOWER,SINGAPORE,068906
105 SIMS AVENUE,#10-03 CHANCERLODGE COMPLEX,SINGAPORE,387429
"111,NORTH BRIDGE ROAD",#02-35 PENINSULA PLAZA,SINGAPORE,179098
39 AMBER ROAD,#07-25 THE SEA VIEW,SINGAPORE,439947
3791 JALAN BUKIT MERAH,#05-24 E-CENTRE@REDHILL,SINGAPORE,159471
9 ONE NORTH GATEWAY,#01-57,SINGAPORE,138643
2 SIMS CLOSE,#03-05A (TAKE LIFT TO 4TH LEVEL) GEMINI @ SIM,SINGAPORE,387298
65 JOO KOON CIRCLE,,SINGAPORE,629078
"BLK 22, WOODLANDS LINK, #04-10/11",WOODLANDS EAST INDUSTRIAL ESTATE,SINGAPORE,738734
"22 NEW INDUSTRIAL ROAD,",#05-14 PRIMAX,SINGAPORE,536208
"2, SIMS CLOSE ,",#02-04 GEMINI@SIMS,SINGAPORE,387298
240A RIVER VALLEY ROAD,,SINGAPORE,238297
1 YISHUN INDUSTRIAL STREET 1,#07-11 A'POSH BIZHUB,SINGAPORE,768160
"25 INTERNATIONAL BUSINESS PARK,",#04-101 GERMAN CENTRE,SINGAPORE,609916
231 NEW BRIDGE ROAD,LEVEL 1,SINGAPORE,059435
10 UBI CRESCENT #06-92,UBI TECHPARK LOBBY E,SINGAPORE,408564
NO 24 BUKIT BATOK STREET 24,#05-14 SKYTECH,SINGAPORE,659480
51 BUKIT BATOK CRESCENT UNITY CENTRE,#08-05,SINGAPORE,608577
2 ANG MO KIO STREET 64,#03-09A ECON INDUSTRIAL BUILDING,SINGAPORE,569084
"NO 9 AIRLINE ROAD,#04-05 CARGO AGENTS","BUILDING D,CHANGI AIRFREIGHT CENTRE",SINGAPORE,819827
"21 BIOPOLIS ROAD,","NUCLEOS NORTH TOWER, LEVEL 4,",SINGAPORE,138567
48 MACTAGGART ROAD,#10-03,SINGAPORE,368088
BLK 106 CLEMENTI STREET 12,#03-52,SINGAPORE,120106
7500A BEACH ROAD #12-306,THE PLAZA,SINGAPORE,199591
3 TEMASEK AVENUE,#32-01 CENTENNIAL TOWER,SINGAPORE,039190
170 UPPER BUKIT TIMAH ROAD,#04-57 BT TIMAH SHOPPING CTR,SINGAPORE,588179
"152 BEACH ROAD,","#21-07/08, GATEWAY EAST",SINGAPORE,189721
1090 LOWER DELTA ROAD,#04-16 TIONG BAHRU INDUSTRIAL ESTATE,SINGAPORE,169201
4 THIRD CHIN BEE ROAD,JURONG TOWN,SINGAPORE,618681
18 BOON LAY WAY,#07-133 TRADEHUB 21,SINGAPORE,609966
NO.2 BUKIT BATOK STREET 24,#09-17 SKYTECH,SINGAPORE,659480
"1 PAYA LEBAR LINK, #05-05",PAYA LEBAR QUARTER,SINGAPORE,408533
27 SENOKO WAY,LEVEL 3,SINGAPORE,758060
30 KAKI BUKIT ROAD 3,#05-08 EMPIRE TECHNOCENTRE,SINGAPORE,417819
50 GAMBAS CRESCENT,#10-24 PROXIMA@GAMBAS,SINGAPORE,757022
82 PLAYFAIR ROAD,#04-02 D'LITHIUM,SINGAPORE,368001
64 TAI HWAN GROVE,,SINGAPORE,555496
"111 NORTH BRIDGE RD,â¬","#25-01 PENINSULA PLAZA,",SINGAPORE,179098
"512 CHAI CHEE LANE,",#01-04,SINGAPORE,469028
15 ENGGOR STREET,#08-03 REALTY CTR,SINGAPORE,079716
5 SOON LEE STREET #04-41,PIONEER POINT,SINGAPORE,627607
5 SHENTON WAY,#19-06 UIC BUILDING,SINGAPORE,068808
"300 BEACH ROAD,","#29-05A THE CONCOURSE,",SINGAPORE,199555
9 KALLANG PLACE,#01-09,SINGAPORE,339154
25 GUL AVENUE,,SINGAPORE,629665
30 PASIR PANJANG ROAD,#16-31 MAPLETREE BUSINESS CITY,SINGAPORE,117440
33 UBI AVE 3,"#03-02, VERTEX",SINGAPORE,408868
43 KIAN TECK DRIVE,,SINGAPORE,628856
3 HARBOURFRONT PLACE,#08-01/02 HARBOURFRONT TOWER 2,SINGAPORE,099254
NO 39 WOODLANDS CLOSE,#08-10,SINGAPORE,737856
50 RAFFLES PLACE,"#06-00, SINGAPORE LAND TOWER",SINGAPORE,048623
29 TAI SENG AVENUE,#07-01 NATURAL COOL LIFESTYLE HUB,SINGAPORE,534119
10 ANSON ROAD,"#31-01, INTERNATIONAL PLAZA",SINGAPORE,079903
10 ANSON ROAD,#11-05A INTERNATIONAL PLAZA,SINGAPORE,079903
100 JALAN SULTAN,#08-09 SULTAN PLAZA,SINGAPORE,199001
46 SOUTH BRIDGE ROAD,#04-02 KINGLY BUILDING,SINGAPORE,058679
1 TEMASEK AVENUE,#23-03/04 MILLENIA TOWER,SINGAPORE,039192
BLK 3016 BEDOK NORTH AVE 4,#06-23,SINGAPORE,489947
3A INTERNATIONAL BUSINESS PARK,#01-13 ICON @ IBP,SINGAPORE,609935
18 SIN MING LANE,#06-28 MIDVIEW CITY,SINGAPORE,573960
17 HONGKONG STREET,#03-01,SINGAPORE,059660
350B JOO CHIAT ROAD,LVL 3,SINGAPORE,427598
"143, CECIL STREET, GB BUILDING","#03-01, OFFICE NO-309",SINGAPORE,069542
ONE TEMASEK AVENUE,#09-04 MILLENIA TOWER,SINGAPORE,039192
21 BUKIT BATOK CRESCENT,#25-84 WCEGA TOWER,SINGAPORE,658065
3 ANG MO KIO STREET 62,#05-29 LINK@AMK,SINGAPORE,569139
BLK 645 JURONG WEST STREET 61,#08-108,SINGAPORE,640645
300 BEACH ROAD,"THE CONCOURSE, #34-05",SINGAPORE,199555
"20 CECIL STREET, PLUS",#23-03/04,SINGAPORE,049705
160 SIN MING DRIVE,#05-12 SIN MING AUTOCITY,SINGAPORE,575722
17 SENOKO LOOP WOODLANDS,EAST INDUSTRIES ESTATE,SINGAPORE,758151
21 WOODLANDS CLOSE,#02 -02 PRIMZ BIZHUB,SINGAPORE,737854
2 SHENTON WAY,#18 -01 SGX CENTRE I,SINGAPORE,068804
690 WEST CAMP RD #09-08,,SINGAPORE,797523
7 TEMASEK BOULEVARD,#43-03 SUNTEC TOWER ONE,SINGAPORE,038987
"51 UBI AVE 1, #05-30,","PAYA UBI INDUSTRIAL PARK,",SINGAPORE,408933
150A PANDAN GARDENS,#01-01 ST LUKES ELDERCARE (LIVE CAFÂ),SINGAPORE,609342
497H TAMPINES STREET 45,#03-104,SINGAPORE,526497
80 PASIR PANJANG ROAD,#16-81/82 MAPLETREE BUSINESS CITY,SINGAPORE,117372
BLK 5004 ANG MO KIO AVE 5,#05-02 TECHPLACE II,SINGAPORE,569872
140 PAYA LEBAR ROAD,#03-07 AZ@PAYA LEBAR,SINGAPORE,409015
30 KALLANG PLACE #01-23/24 KALLANG BASIN IND,,SINGAPORE,339159
20 PASIR PANJANG ROAD (EAST LOBBY),11-37 POST ROOM MAPLETREE BUSINESS CITY,SINGAPORE,117439
NO.7 SOON LEE STREET,#02-08 ISPACE,SINGAPORE,627608
"8, EU TONG SEN STREET","#17-81,THE CENTRAL,OFFICE 2",SINGAPORE,059818
NO 371 BEACH ROAD,#16-08 KEY POINT,SINGAPORE,199597
35 TANNERY ROAD,#04-07A,SINGAPORE,347740
166 TUAS SOUTH AVE 2,WEST POINT BIZ HUB,SINGAPORE,637188
NO. 15 FOURTH LOK YANG ROAD,#01-02,SINGAPORE,629711
2 SCIENCE PARK DRIVE THE ASCENT,#07-13,SINGAPORE,118222
362 UPPER PAYA LEBAR ROAD,#03-12 DA JIN FTY BLDG,SINGAPORE,534963
80 ROBINSON ROAD,#17-01/01A,SINGAPORE,068898
6 BATTERY ROAD,#37-03,SINGAPORE,049909
237 PANDAN LOOP,#07-04 WESTECH BUILDING,SINGAPORE,128424
NATIONAL UNIVERSITY OF SINGAPORE,"469C BUKIT TIMAH RD,OEI TIONG HAM BUILDING",SINGAPORE,259772
BLK 9003 TAMPINES STREET 93,#04-180,SINGAPORE,528837
12A JALAN AMPAS,#01-01,SINGAPORE,329516
160 PAYA LEBAR ROAD,#07-06 ORION @ PAYA LEBAR,SINGAPORE,409022
1 CLAYMORE DRIVE,#08-14 ORCHARD TOWER,SINGAPORE,229594
BLK 3026 UBI ROAD 1,#04-180,SINGAPORE,408719
10 TAMPINES NORTH DRIVE 4,#04-08 JTC SPACE @ TAMPINES NORTH,SINGAPORE,528553
2 VENTURE DRIVE #22-28,VISION EXCHANGE,SINGAPORE,608526
NO 8 SUNGEI KADUT ST 6,,SINGAPORE,728856
531 YISHUN INDUSTRIAL PARK A,SANTARLI BUILDING,SINGAPORE,768739
3A INTERNATIONAL BUSINESS PARK,#06-07/08 TOWER A (CON@IBP),SINGAPORE,609935
8 KAKI BUKIT AVE 4,#07-19 PREMIER @ KAKI BUKIT,SINGAPORE,415875
TUAS SOUTH AVENUE 6,#06-22 THE WESTCO,SINGAPORE,637021
192 WATERLOO ST,#02-03 SKYLINE BUILDING,SINGAPORE,187966
71 UBI ROAD 1,#05-41 OXLEY BIZHUB,SINGAPORE,408732
28 PASIR RIS TERRACE,,SINGAPORE,518672
190 Middle Road,Fortune Center #11-04,Singapore,188979
31B TREVOSE CRESCENT,,SINGAPORE,297748
61 KAKI BUKIT AVENUE 1,#03-05A SHUN LI INDUSTRIAL PARK,SINGAPORE,417943
53/55,NEW BRIDGE ROAD LEVEL 3,SINGAPORE,059402
"1 SCOTTS RD,",#24-10 SHAW CENTRE,SINGAPORE,228208
11 NORTH BUONA VISTA DRIVE,21-07 THE METROPOLIS TOWER 2,SINGAPORE,138589
101A UPPER CROSS STREET,#08-18 PEOPLE'S PARK CENTRE,SINGAPORE,058358
1 HARBOURFRONT PLACE,#09-05/06 HARBOURFRONT TOWER ONE,SINGAPORE,098633
30 KALLANG PUDDING ROAD,#04-06 VALIANT INDUSTRIAL BUILDING,SINGAPORE,349312
1002 JALAN BUKIT MERAH,#05-03,SINGAPORE,159456
12 NEW INDUSTRIAL ROAD,#06-02 MORNINGSTAR CENTRE,SINGAPORE,536202
22 SIN MING LANE,#02-77 MIDVIEW CITY,SINGAPORE,573969
512 CHAI CHEE LANE,#03 -15,SINGAPORE,469028
3 ANG MO KIO ST 62,#01-02 LINKAML,SINGAPORE,569139
48 TOH GUAN ROAD EAST,#04-97/98 ENTERPRISE HUB,SINGAPORE,608586
"12 HOY FATT ROAD,","BRYTON HOUSE, #06-01",SINGAPORE,159506
144 ROBINSON ROAD,#06-01 ROBINSON SQUARE,SINGAPORE,068908
"25 KAKI BUKIT ROAD 4 #07-55, SYNERGY @ KB",,SINGAPORE,417800
6 SERANGOON NORTH AVE 5,#02-05,SINGAPORE,554910
9 BUKIT BATOK CENTRAL LINK,#04-02,SINGAPORE,658074
BLOCK 1 TANJONG PAGAR PLAZA,#01-26/27,SINGAPORE,082001
22 SING MING LANE,#06-67 MIDVIEW CITY,SINGAPORE,573969
5 GUL STREET 2,,SINGAPORE,629290
18 CHOA CHU KANG GROVE,#16-45 SOL ACRES,SINGAPORE,688211
NO.1 SCIENCE PARK ROAD,"#04-10, THE CAPRICORN",SINGAPORE,117528
15 SCOTTS ROAD,#05-03 THONG TECK BUILDING,SINGAPORE,228218
31B EXETER ROAD,#02-00 COMCENTRE 2 M-COMMERCE DEPT,SINGAPORE,239733
6 UBI ROAD 1,#03-09 WINTECH CENTRE,SINGAPORE,408726
18 BOON LAY WAY,#02-143 TRADEHUB 21,SINGAPORE,609966
"7500A BEACH ROAD,",#12-320/321/322 THE PLAZA,SINGAPORE,199591
46 KAKI BUKIT CRESCENT,,SINGAPORE,416269
60 PAYA LEBAR ROAD,#10-08 PAYA LEBAR SQUARE,SINGAPORE,409051
56 LOYANG WAY,#03-22/23/24,SINGAPORE,508775
10 FLORA ROAD,#03-04 AZALEA PARK,SINGAPORE,509729
"39 WOODLANDS CLOSE #03-57/58,","MEGA @ WOODLANDS,",SINGAPORE,737856
20 SIN MING LANE,#06-60/61/62 MIDVIEW CITY,SINGAPORE,573968
7 GAMBAS CRESCENT,#09-08 ARK @ GAMBAS,SINGAPORE,757087
20 WOODLANDS LINK,#05-25,SINGAPORE,738733
137 TELOK AYER STREET,#03-08,SINGAPORE,068602
6A UPPER CROSS STREET,,SINGAPORE,058326
41 SCIENCE PARK ROAD,#04-06 THE GEMINI,SINGAPORE,117610
10 ADMIRALTY STREET,#01-20 NORTH LINK BUILDING,SINGAPORE,757695
60 ANSON RD,"MAPLETREE ANSON, #06-02",SINGAPORE,079914
7500A BEACH ROAD,"THE PLAZA, #14-323",SINGAPORE,199591
33 HINDHEDE WALK,#03-01 SOUTHAVEN II,SINGAPORE,587968
135 MIDDLE ROAD,#01-05 BYLANDS BUILDING,SINGAPORE,188975
BLK 531 UPPER CROSS STREET,#03-66 HONG LIM COMPLEX,SINGAPORE,050531
BLK 606 YISHUN STREET 61 #09-293,,SINGAPORE,760606
16 RAFFLES QUAY,#41-01A HONG LEONG BUILDING,SINGAPORE,048581
601 SIMS DRIVE,#04-11/13 PAN-I COMPLEX,SINGAPORE,387382
150 BEACH ROAD,#17-08 GATEWAY WEST,SINGAPORE,189720
11 KAKI BUKIT CRESCENT,KAKI BUKIT TECHPARK 1,SINGAPORE,416241
878A TAMPINES AVENUE 8,#11-15 TAMPINES GREENFOREST,SINGAPORE,521878
82 TOH GUAN ROAD EAST,#C2-14-2 WATERHUB,SINGAPORE,608576
47 SCOTTS ROAD,#07-01/02 GOLDBELL TOWER,SINGAPORE,228233
BLK 3 ANG MO KIO INDUSTRIAL PARK 2A #05-08,,SINGAPORE,568050
21 UBI ROAD 1,#06-01,SINGAPORE,408724
"BLK 211 WOODLANDS AVE 9, #05-73",WOODLANDS SPECTRUM II,SINGAPORE,738960
100 PASIR PANJANG ROAD,#08-03,SINGAPORE,118518
401 COMMONWEALTH DRIVE,"#06-03, HAW PAR TECHNOCENTRE",SINGAPORE,149598
7 MANDAI LINK,#08-19 MANDAI CONNECTION,SINGAPORE,728653
6 RAFFLES QUAY,#15-01,SINGAPORE,048580
108 PASIR PANJANG ROAD,#05-03 GOLDEN AGRI PLAZA,SINGAPORE,118535
"192 PANDAN LOOP, #04-25",PANTECH BUSINESS HUB,SINGAPORE,128381
33B PAGODA STREET,,SINGAPORE,059192
BLK 2 BEDOK SOUTH AVE 1,#14-865,SINGAPORE,460002
7030 ANG MO KIO AVENUE 5,#08-106 NORTHSTAR @ AMK,SINGAPORE,569880
55 TOH GUAN ROAD EAST,#04-05 UNI-TECH CENTRE,SINGAPORE,608601
61 BUKIT BATOK CRESCENT #03-07,HENG LOONG BUILDING,SINGAPORE,658078
12 TUAS AVENUE 1,,SINGAPORE,639497
80 MARINE PARADE ROAD,#16-03 PARKWAY PARADE,SINGAPORE,429269
1 SUNVIEW ROAD,#08-43 ECO-TECH@SUNVIEW,SINGAPORE,627615
"8 MARINA BOULEVARD, #05-02 A",MARINA BAY FINANCIAL CENTRE,SINGAPORE,018981
19 KEPPEL ROAD,#03 -05 JIT POH BUILDING,SINGAPORE,089058
"218 ORCHARD ROAD, LEVEL 6",ORCHARD GATEWAY @ EMERALD,SINGAPORE,238851
38 DEFU LANE 10,#02-37 DEFU INDUSTRIAL ESTATE,SINGAPORE,539215
77 Science Park Drive Science Park 1,#03-23/24 Cintech III,SG,118256
70 ALPS AVENUE,#03-01,SINGAPORE,498801
1 QUEENSWAY ROAD,#03-13 QUEENSWAY SHOPPING CENTRE,SINGAPORE,149053
NO.5 SUNGEI KADUT WAY,,SINGAPORE,539189
BLK 825 TAMPINES STREET 81,#01-74,SINGAPORE,520825
BLK 4025 ANG MO KIO INDUSTRIAL PARK 1,#01-291,SINGAPORE,569636
15 WOODLANDS LOOP #04-01,WOODLANDS EAST INDUSTRIAL ESTATE,SINGAPORE,738322
80 MARINE PARADE RD,#16-02 PARKWAY PARADE,SINGAPORE,449269
810 GEYLANG ROAD #01-29,,SINGAPORE,409286
1 ROCHOR CANAL ROAD,#01-29/30 SIM LIM SQUARE,SINGAPORE,188504
70 TUAS SOUTH AVENUE 2,,SINGAPORE,637522
100G PASIR PANJANG ROAD,#01-10/11 INTERLOCAL CENTRE,SINGAPORE,118523
71 BUKIT BATOK CRESCENT,#08-12 PRESTIGE CENTRE,SINGAPORE,658071
30 LOYANG WAY,#04-21,SINGAPORE,508769
46 KIM YAM ROAD,#01-04 THE HERENCIA,SINGAPORE,239351
140 PAYA LEBAR ROAD,#01-06 AZ@PAYALEBAR,SINGAPORE,409015
35 KALLANG PUDDING ROAD,#04-05 TONG LEE BUILDING BLOCK A,SINGAPORE,349314
"BLK 20, ANG MO KIO INDUSTRIAL PARK 2A","#05-25, AMK TECHLINK,",SINGAPORE,567761
6 HARPER ROAD #03-01,LEONG HUAT BUILDING,SINGAPORE,369674
14 BALMORAL PARK,#01-07 THE BALMORAL,SINGAPORE,259846
8B ADMIRALTY STREET,#04-05,SINGAPORE,757440
3016 BEDOK NORTH AVENUE 4,#04-20 EASTECH,SINGAPORE,489947
BLK 531 UPPER CROSS STREET,#03-43,SINGAPORE,050531
41 NAMLY AVENUE,,SINGAPORE,267616
10 ANSON ROAD,#28-09 INTERNATIONAL PLAZA,SINGAPORE,079903
BLK 227 TOA PAYOH LORONG 8,#05-128,SINGAPORE,310227
14 TUAS AVENUE 10,,SINGAPORE,639138
176 SIN MING DRIVE,#04-05 SIN MING AUTOCARE,SINGAPORE,575721
BLK 970 TOA PAYOH NORTH,#02-20/23 TOA PAYOH INDUSTRIAL ESTATE,SINGAPORE,318992
8 LORONG BAKAR BATU,#06-01,SINGAPORE,348743
8 KAKI BUKIT ROAD 2,RUBY WAREHOUSE #02-04,SINGAPORE,417841
"BLOCK 3029A, UBI ROAD 3",#01-96,SINGAPORE,408661
BLK 105 RIVERVALE WALK,#05-126,SINGAPORE,540105
BLK 114 RIVERVALE WALK,#11-71,SINGAPORE,540114
110 TUAS SOUTH AVENUE 3,#01-58 THE INDEX,SINGAPORE,637369
28 SIN MING LANE,#05-133 MIDVIEW CITY,SINGAPORE,573972
194 PANDAN LOOP,#05-19 PANTECH BUSINESS HUB,SINGAPORE,128383
#11-06 THE METROPOLIS,9 NORTH BUONA VISTA DRIVE,SINGAPORE,138588
2 BALESTIER ROAD,#04-699 BALESTIER HILL SHOPPING CENTRE,SINGAPORE,320002
18 DAFNE STREET,,SINGAPORE,459538
51 UBI AVENUE 1,#01-19 PAYA UBI INDUSTRIAL PARK,SINGAPORE,408933
"3 ANG MO KIO INDUSTRIAL PARK 2A,",#02-02 AMK TECH 1,SINGAPORE,568050
BLK 1003 TOA PAYOH INDUSTRIAL PARK,#06-1509,SINGAPORE,319075
5 TEMASEK BOULEVARD,#12-01 SUNTEC TOWER FIVE,SINGAPORE,038985
5 COLEMAN STREET,#02-11 EXCELSIOR HOTEL SHOPPING CENTRE,SINGAPORE,179805
8 KAKI BUKIT ROAD 2,#03-34 RUBY WAREHOUSE COMPLEX,SINGAPORE,417841
